# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GTF" "-t" "exon" "-g" "transcript_id" "-T" "64" "-p" "-B" "-C" "-Q" "10" "-s" "0" "-a" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/pantoea.gtf" "-o" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/counts/pantoea/counts_pantoea.txt" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_3.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	P_1.sorted.bam	P_2.sorted.bam	P_3.sorted.bam	CK_P_1.sorted.bam	CK_P_2.sorted.bam	CK_P_3.sorted.bam
ACSMXK_18120.t01	CP195787	3857708	3858481	+	774	746	1115	804	260	284	357
ACSMXK_18125.t01	CP195787	3858534	3859817	-	1284	6082	8430	6079	1968	2135	2384
ACSMXK_18130.t01	CP195787	3859821	3860750	-	930	2631	3464	2626	643	561	640
ACSMXK_18135.t01	CP195787	3860753	3863215	-	2463	6083	8445	6226	1310	1239	1210
ACSMXK_18140.t01	CP195787	3863299	3863367	-	69	361	493	379	54	66	68
ACSMXK_18145.t01	CP195787	3863555	3864259	-	705	920	1160	975	249	230	294
ACSMXK_18150.t01	CP195787	3864861	3865577	+	717	9804	12822	9310	6285	6757	6937
ACSMXK_18155.t01	CP195787	3865617	3866090	-	474	2926	3821	2806	597	684	852
ACSMXK_18160.t01	CP195787	3866288	3867154	+	867	6262	7496	5234	1021	1179	1233
ACSMXK_18165.t01	CP195787	3867201	3867848	-	648	3556	5256	4632	1417	1419	1643
ACSMXK_18170.t01	CP195787	3867909	3868424	+	516	546	645	540	62	56	66
ACSMXK_18175.t01	CP195787	3868402	3868749	-	348	1810	1724	1717	74	91	57
ACSMXK_18180.t01	CP195787	3868795	3870714	-	1920	2715	3816	2992	967	1121	1157
ACSMXK_18185.t01	CP195787	3870985	3872781	+	1797	4461	4974	3979	60	39	28
ACSMXK_18190.t01	CP195787	3872784	3876401	+	3618	8648	13456	8314	193	211	254
ACSMXK_18195.t01	CP195787	3876411	3877112	+	702	1765	3211	1757	42	34	31
ACSMXK_18200.t01	CP195787	3877143	3878411	+	1269	3155	5308	3135	84	72	53
ACSMXK_18205.t01	CP195787	3878489	3880054	+	1566	1461	2840	1300	52	21	10
ACSMXK_18210.t01	CP195787	3880054	3881130	+	1077	1051	2268	899	24	31	25
ACSMXK_18215.t01	CP195787	3881123	3881914	+	792	1018	2409	1011	37	38	43
ACSMXK_18220.t01	CP195787	3881915	3882613	+	699	1114	2334	959	89	73	50
ACSMXK_18225.t01	CP195787	3882902	3885019	+	2118	2146	2503	1972	512	524	558
ACSMXK_18230.t01	CP195787	3885058	3886290	-	1233	143	182	156	58	45	36
ACSMXK_18235.t01	CP195787	3886370	3888721	-	2352	614	765	620	205	272	231
ACSMXK_18240.t01	CP195787	3888723	3890015	-	1293	300	335	268	109	144	129
ACSMXK_18245.t01	CP195787	3890026	3891579	-	1554	284	299	234	102	149	111
ACSMXK_18250.t01	CP195787	3892020	3893606	-	1587	841	980	919	504	523	498
ACSMXK_18255.t01	CP195787	3894157	3894921	+	765	1272	1270	1130	324	304	294
ACSMXK_18260.t01	CP195787	3895119	3896786	+	1668	7442	9863	7488	1831	1616	1738
ACSMXK_18265.t01	CP195787	3896823	3897719	-	897	433	508	383	401	402	553
ACSMXK_18270.t01	CP195787	3897816	3898817	+	1002	1849	2700	2098	1145	1211	1663
ACSMXK_18275.t01	CP195787	3898861	3899616	-	756	379	596	416	167	154	183
ACSMXK_18280.t01	CP195787	3899618	3900901	-	1284	511	734	529	178	234	269
ACSMXK_18285.t01	CP195787	3900916	3903438	-	2523	604	693	527	122	107	145
ACSMXK_18290.t01	CP195787	3903444	3904133	-	690	188	223	145	57	45	39
ACSMXK_18295.t01	CP195787	3904173	3904670	-	498	227	253	200	27	20	35
ACSMXK_18300.t01	CP195787	3904972	3905421	-	450	491	495	363	54	41	39
ACSMXK_18305.t01	CP195787	3905421	3906338	-	918	863	853	564	41	48	47
ACSMXK_18310.t01	CP195787	3906661	3907899	-	1239	766	1041	793	296	276	326
ACSMXK_18315.t01	CP195787	3907992	3909374	-	1383	1603	2030	1407	371	363	431
ACSMXK_18320.t01	CP195787	3909388	3910365	-	978	1805	2369	1630	390	336	350
ACSMXK_18325.t01	CP195787	3910473	3911141	+	669	2235	2884	2377	920	899	1020
ACSMXK_18330.t01	CP195787	3911255	3911935	-	681	1035	1209	879	284	313	263
ACSMXK_18335.t01	CP195787	3911955	3912395	-	441	257	370	256	59	76	79
ACSMXK_18340.t01	CP195787	3912367	3912777	-	411	802	1012	781	254	256	345
ACSMXK_18345.t01	CP195787	3912883	3913914	+	1032	1439	1807	1392	282	293	326
ACSMXK_18350.r01	CP195787	3914074	3914160	+	87	119	180	128	15	20	19
ACSMXK_18355.r01	CP195787	3914191	3914277	+	87	3	10	5	4	1	2
ACSMXK_18360.r01	CP195787	3914306	3914392	+	87	12	25	29	1	5	3
ACSMXK_18365.t01	CP195787	3914438	3914671	-	234	237	278	225	36	34	35
ACSMXK_18370.t01	CP195787	3914929	3916023	+	1095	10162	11522	9522	1773	1741	2186
ACSMXK_18375.t01	CP195787	3916216	3916680	+	465	537	597	384	81	78	54
ACSMXK_18380.t01	CP195787	3916677	3917897	-	1221	1226	1535	1131	150	198	184
ACSMXK_18385.t01	CP195787	3918098	3919084	-	987	485	677	585	264	282	303
ACSMXK_18390.t01	CP195787	3919094	3920119	-	1026	441	657	635	322	347	344
ACSMXK_18395.t01	CP195787	3920165	3921559	-	1395	281	328	232	108	147	109
ACSMXK_18400.t01	CP195787	3922145	3922699	+	555	851	968	872	433	456	480
ACSMXK_18405.t01	CP195787	3922696	3923646	-	951	1950	2830	2075	485	489	707
ACSMXK_18410.t01	CP195787	3924149	3925162	+	1014	1990	3326	2705	526	571	762
ACSMXK_18415.t01	CP195787	3925343	3927634	+	2292	2798	3197	2477	911	898	997
ACSMXK_18420.t01	CP195787	3927869	3928396	+	528	426	417	348	177	189	164
ACSMXK_18425.t01	CP195787	3928418	3929125	-	708	1544	2080	1647	320	358	363
ACSMXK_18430.t01	CP195787	3929278	3929802	-	525	3887	4976	3717	1047	1199	1520
ACSMXK_18435.t01	CP195787	3929934	3931100	-	1167	750	884	672	272	292	309
ACSMXK_18440.t01	CP195787	3931483	3932151	+	669	1188	1582	1163	498	584	633
ACSMXK_18445.t01	CP195787	3932202	3932942	-	741	1513	1741	1448	1214	1398	1323
ACSMXK_18450.t01	CP195787	3933045	3934442	-	1398	833	1024	819	588	688	697
ACSMXK_18455.t01	CP195787	3934584	3935612	-	1029	1199	1221	1116	864	1084	1095
ACSMXK_18460.t01	CP195787	3935655	3936422	-	768	2305	2255	2147	1454	1588	1470
ACSMXK_18465.t01	CP195787	3936748	3938001	+	1254	1218	1555	1286	798	889	830
ACSMXK_18470.t01	CP195787	3938137	3939474	-	1338	1177	1464	1148	420	482	472
ACSMXK_18475.t01	CP195787	3939485	3941221	-	1737	1177	1416	1170	289	291	291
ACSMXK_18480	CP195787	3941723	3942683	+	961	2447	3136	2311	695	779	917
ACSMXK_18485.t01	CP195787	3942693	3943289	+	597	208	292	160	52	53	51
ACSMXK_18490	CP195787	3943357	3943737	+	381	142	159	87	10	10	8
ACSMXK_18495.t01	CP195787	3943753	3944349	+	597	213	209	140	28	29	19
ACSMXK_18500.t01	CP195787	3944829	3945665	+	837	197	206	214	60	64	47
ACSMXK_18505.t01	CP195787	3945720	3946481	+	762	139	179	150	32	36	31
ACSMXK_18510.t01	CP195787	3946826	3947905	+	1080	123	122	110	73	67	70
ACSMXK_18515.t01	CP195787	3947936	3950443	+	2508	803	1338	1164	117	133	76
ACSMXK_18520.t01	CP195787	3950607	3951947	-	1341	4447	8036	7270	144	200	154
ACSMXK_18525.t01	CP195787	3952011	3953375	-	1365	5105	9729	7422	77	110	104
ACSMXK_18530.t01	CP195787	3953620	3954624	+	1005	4197	7374	6029	44	52	55
ACSMXK_18535.t01	CP195787	3954763	3955830	+	1068	18584	20061	17849	729	725	797
ACSMXK_18540.t01	CP195787	3955914	3956594	-	681	13265	14006	11882	2397	2463	2607
ACSMXK_18545.t01	CP195787	3957211	3958353	-	1143	1042	1275	1070	580	506	549
ACSMXK_18550.t01	CP195787	3958629	3959057	+	429	503	544	360	107	110	112
ACSMXK_18555.t01	CP195787	3959245	3959457	+	213	1118	1071	967	231	255	231
ACSMXK_18560.t01	CP195787	3959609	3960193	-	585	268	301	255	104	100	107
ACSMXK_18565.t01	CP195787	3960195	3961424	-	1230	285	299	299	107	104	85
ACSMXK_18570.t01	CP195787	3961421	3962152	-	732	93	164	112	37	56	44
ACSMXK_18575.t01	CP195787	3962149	3962625	-	477	81	72	73	20	24	29
ACSMXK_18580.t01	CP195787	3962622	3963791	-	1170	182	283	217	102	85	93
ACSMXK_18585.t01	CP195787	3963793	3964398	-	606	96	103	136	62	61	43
ACSMXK_18590.t01	CP195787	3964443	3966761	-	2319	391	493	350	153	158	148
ACSMXK_18595.t01	CP195787	3966730	3967335	-	606	130	120	96	34	31	40
ACSMXK_18600.t01	CP195787	3967332	3967754	-	423	76	87	66	35	27	32
ACSMXK_18605.t01	CP195787	3967758	3969449	-	1692	398	569	435	179	151	148
ACSMXK_18610.t01	CP195787	3969440	3969793	-	354	124	110	127	51	43	42
ACSMXK_18615.t01	CP195787	3969780	3971141	-	1362	1008	1398	1170	468	584	560
ACSMXK_18620.t01	CP195787	3971141	3971719	-	579	106	109	111	45	38	59
ACSMXK_18625.t01	CP195787	3971726	3971977	-	252	48	59	49	30	31	22
ACSMXK_18630.t01	CP195787	3971990	3972247	-	258	138	152	87	39	43	48
ACSMXK_18635.t01	CP195787	3972228	3973061	-	834	270	384	280	65	82	52
ACSMXK_18640.t01	CP195787	3973040	3973762	-	723	317	365	260	88	112	69
ACSMXK_18645.t01	CP195787	3973803	3974873	-	1071	773	755	587	165	184	183
ACSMXK_18650.t01	CP195787	3974940	3975329	-	390	23	36	28	15	18	9
ACSMXK_18655.t01	CP195787	3976539	3977825	+	1287	505	635	526	197	169	275
ACSMXK_18660.t01	CP195787	3978064	3978690	+	627	584	708	515	113	138	136
ACSMXK_18665.t01	CP195787	3979093	3979575	+	483	1841	2173	1647	302	382	384
ACSMXK_18670.t01	CP195787	3979684	3979974	-	291	611	756	520	67	51	101
ACSMXK_18675.t01	CP195787	3980082	3980396	-	315	536	633	501	114	110	108
ACSMXK_18680.t01	CP195787	3981374	3981700	+	327	338	373	313	209	258	332
ACSMXK_18685.t01	CP195787	3982049	3982858	+	810	2240	2156	1485	1074	1089	998
ACSMXK_18690.t01	CP195787	3983187	3983435	+	249	757	822	499	208	249	248
ACSMXK_18695	CP195787	3983721	3983881	-	161	587	707	415	70	104	111
ACSMXK_18700.t01	CP195787	3983898	3984464	-	567	2051	2387	1653	244	221	298
ACSMXK_18705.t01	CP195787	3984457	3984675	-	219	1433	1534	1136	250	223	249
ACSMXK_18710.t01	CP195787	3984778	3985737	+	960	3473	4107	2832	691	540	610
ACSMXK_18715	CP195787	3986610	3986720	+	111	159	185	158	29	27	32
ACSMXK_18720	CP195787	3986942	3987145	-	204	331	377	317	68	49	42
ACSMXK_18725.t01	CP195787	3987657	3988571	+	915	7290	7216	6090	5650	5436	5650
ACSMXK_18730.r01	CP195787	3989076	3989160	-	85	1893	2601	1992	677	732	828
ACSMXK_18735.t01	CP195787	3989392	3989883	+	492	813	1081	810	186	256	295
ACSMXK_18740.t01	CP195787	3990065	3990700	+	636	1244	1528	1289	265	279	237
ACSMXK_18745.t01	CP195787	3990713	3991381	+	669	292	425	303	95	74	80
ACSMXK_18750.t01	CP195787	3991511	3993079	+	1569	546	540	405	156	160	183
ACSMXK_18755.t01	CP195787	3993171	3994673	+	1503	2221	3511	2764	2504	2642	3042
ACSMXK_18760.t01	CP195787	3994706	3995200	-	495	1481	2112	1717	429	439	508
ACSMXK_18765.t01	CP195787	3995449	3996738	+	1290	3607	4923	3967	976	964	1100
ACSMXK_18770.t01	CP195787	3997362	3998207	-	846	1765	2217	1479	203	239	207
ACSMXK_18775.t01	CP195787	3998237	3999118	+	882	2440	3117	2398	508	575	607
ACSMXK_18780.t01	CP195787	3999111	4000061	-	951	3326	4213	3041	272	325	265
ACSMXK_18785.t01	CP195787	4000386	4001408	+	1023	1528	1863	1527	449	437	377
ACSMXK_18790.t01	CP195787	4001785	4002531	+	747	2854	4045	2882	165	208	207
ACSMXK_18795.t01	CP195787	4002554	4003555	+	1002	1311	1847	1262	82	90	78
ACSMXK_18800.t01	CP195787	4003559	4004638	+	1080	1519	2470	1629	119	130	134
ACSMXK_18805.t01	CP195787	4004651	4005406	+	756	1280	1954	1260	72	77	95
ACSMXK_18810.t01	CP195787	4005406	4006515	+	1110	1550	2216	1459	112	133	124
ACSMXK_18815.t01	CP195787	4006727	4006960	+	234	494	800	457	73	101	103
ACSMXK_18820.t01	CP195787	4006994	4007221	-	228	364	449	369	172	172	201
ACSMXK_18825.t01	CP195787	4007223	4008386	-	1164	359	374	312	107	96	114
ACSMXK_18830.t01	CP195787	4008383	4009189	-	807	762	911	558	179	183	175
ACSMXK_18835	CP195787	4009548	4009760	-	213	849	887	685	142	166	145
ACSMXK_18840.t01	CP195787	4009860	4010936	-	1077	2475	3154	2286	593	587	611
ACSMXK_18845.t01	CP195787	4010936	4012036	-	1101	4792	6217	4693	1118	1176	1217
ACSMXK_18850.t01	CP195787	4012305	4013816	+	1512	6052	7799	6118	1430	1290	1486
ACSMXK_18855.t01	CP195787	4013886	4014344	+	459	1168	1320	958	190	248	200
ACSMXK_18860.t01	CP195787	4014350	4017205	+	2856	14032	16371	12615	2483	2417	2468
ACSMXK_18865.t01	CP195787	4017287	4017784	+	498	937	1172	954	126	169	144
ACSMXK_18870.t01	CP195787	4017790	4018551	-	762	1072	1369	1121	366	340	347
ACSMXK_18875.t01	CP195787	4018609	4019031	-	423	2644	3451	2784	2656	2443	3055
ACSMXK_18880.t01	CP195787	4019195	4020202	+	1008	6607	9000	9183	362	455	399
ACSMXK_18885.t01	CP195787	4020445	4021380	+	936	145	309	186	394	261	198
ACSMXK_18890.t01	CP195787	4021391	4021855	+	465	149	218	131	229	233	190
ACSMXK_18895.t01	CP195787	4021938	4022324	+	387	1616	2035	1629	1146	1279	1207
ACSMXK_18900.t01	CP195787	4022423	4024072	-	1650	375	429	343	120	172	136
ACSMXK_18905.t01	CP195787	4024381	4025574	-	1194	310	396	348	75	73	85
ACSMXK_18910.t01	CP195787	4025571	4027721	-	2151	809	1025	661	211	166	155
ACSMXK_18915.t01	CP195787	4028057	4029796	-	1740	1691	2023	1655	268	289	331
ACSMXK_18920.t01	CP195787	4030072	4032345	-	2274	3682	4282	3607	1224	1294	1365
ACSMXK_18925.t01	CP195787	4032533	4033543	+	1011	1085	1431	1279	333	294	323
ACSMXK_18930.t01	CP195787	4033583	4033771	+	189	32	61	38	21	19	16
ACSMXK_18935.t01	CP195787	4033764	4036139	-	2376	1462	1587	1401	744	769	803
ACSMXK_18940.t01	CP195787	4036387	4038525	+	2139	426	496	353	1069	887	911
ACSMXK_18945.t01	CP195787	4038522	4038989	+	468	180	269	252	250	267	222
ACSMXK_18950.t01	CP195787	4038981	4039613	-	633	2136	2889	2356	1571	1833	2147
ACSMXK_18955.t01	CP195787	4039759	4040280	+	522	2156	3256	2675	2999	3704	4508
ACSMXK_18960.t01	CP195787	4040318	4040746	-	429	965	1428	1020	373	419	516
ACSMXK_18965.t01	CP195787	4040829	4041116	+	288	711	965	883	214	232	324
ACSMXK_18970.t01	CP195787	4041100	4041606	-	507	2196	3351	2882	1062	1181	1402
ACSMXK_18975.t01	CP195787	4041600	4042124	-	525	3025	4317	3757	1531	1679	2157
ACSMXK_18980.t01	CP195787	4042330	4043325	+	996	230	318	281	155	114	113
ACSMXK_18985.t01	CP195787	4043335	4044219	+	885	849	1118	808	209	207	153
ACSMXK_18990.t01	CP195787	4044332	4045342	+	1011	8510	11291	9375	3688	3700	4402
ACSMXK_18995.t01	CP195787	4045432	4047300	-	1869	31968	41952	35461	3939	4275	4603
ACSMXK_19000.t01	CP195787	4047293	4047373	-	81	781	1021	938	74	95	92
ACSMXK_19005.t01	CP195787	4047477	4048361	-	885	85144	110631	93371	31371	36174	41780
ACSMXK_19010.t01	CP195787	4048491	4050620	-	2130	31334	38994	32279	10709	11194	11846
ACSMXK_19015.t01	CP195787	4050926	4051195	-	270	13354	15331	11913	1902	1989	2313
ACSMXK_19020.t01	CP195787	4051319	4052263	-	945	3331	3912	3293	671	785	873
ACSMXK_19025.t01	CP195787	4052263	4052670	-	408	1279	1614	1347	289	363	395
ACSMXK_19030.t01	CP195787	4052736	4055420	-	2685	33369	40690	33838	7637	7696	7973
ACSMXK_19035.t01	CP195787	4055438	4056925	-	1488	7674	9947	8871	1645	1745	1909
ACSMXK_19040.t01	CP195787	4056950	4057402	-	453	3753	4828	4060	321	359	409
ACSMXK_19045.r01	CP195787	4057614	4057690	-	77	666	847	528	105	95	101
ACSMXK_19050.r01	CP195787	4057750	4057836	-	87	569	634	420	128	154	138
ACSMXK_19055.t01	CP195787	4057885	4058220	-	336	22030	26688	17737	2448	2471	2295
ACSMXK_19060.t01	CP195787	4058439	4059773	-	1335	1801	2308	1852	782	755	751
ACSMXK_19065.t01	CP195787	4059779	4060612	-	834	486	634	567	123	105	96
ACSMXK_19070.t01	CP195787	4060693	4062621	-	1929	22013	28903	25947	4828	5232	5763
ACSMXK_19075.t01	CP195787	4062735	4063364	-	630	7457	9813	8760	2330	2413	2895
ACSMXK_19080.t01	CP195787	4063491	4063784	+	294	7739	10648	8947	2574	2705	3204
ACSMXK_19085.t01	CP195787	4063891	4064367	-	477	4935	5918	5101	437	509	628
ACSMXK_19090.t01	CP195787	4064613	4066046	+	1434	1883	2162	1622	378	295	381
ACSMXK_19095.t01	CP195787	4066491	4067663	-	1173	6824	9514	8099	2132	2368	2862
ACSMXK_19100.t01	CP195787	4067907	4068164	-	258	12425	15594	11349	4303	4417	4564
ACSMXK_19105.t01	CP195787	4068180	4068491	-	312	17060	20115	16251	2812	3161	3331
ACSMXK_19110.t01	CP195787	4068747	4069718	+	972	4886	5767	5086	1195	1312	1356
ACSMXK_19115.t01	CP195787	4069940	4070221	+	282	350	449	339	61	51	73
ACSMXK_19120.t01	CP195787	4070295	4071554	-	1260	4035	5508	4308	801	707	761
ACSMXK_19125.t01	CP195787	4071618	4071875	-	258	1335	1673	1372	226	238	297
ACSMXK_19130.t01	CP195787	4071998	4072294	-	297	903	1228	948	387	432	498
ACSMXK_19135.t01	CP195787	4072294	4072926	-	633	1910	2586	1991	534	519	621
ACSMXK_19140.t01	CP195787	4072942	4073493	-	552	2510	3263	2612	505	538	588
ACSMXK_19145.t01	CP195787	4073498	4074280	-	783	1581	1891	1609	290	382	453
ACSMXK_19150.t01	CP195787	4074285	4075100	-	816	2695	3617	2930	983	911	1106
ACSMXK_19155.t01	CP195787	4075313	4076293	+	981	1896	2341	1905	679	669	766
ACSMXK_19160.t01	CP195787	4076310	4077296	+	987	1461	1720	1421	450	506	569
ACSMXK_19165.t01	CP195787	4077310	4077876	+	567	1725	2018	1733	480	501	530
ACSMXK_19170.t01	CP195787	4077873	4078454	+	582	1744	2077	1715	417	523	570
ACSMXK_19175.t01	CP195787	4078423	4078977	+	555	2268	2675	2153	747	835	827
ACSMXK_19180.t01	CP195787	4078983	4079708	+	726	3754	4608	3653	1156	1244	1446
ACSMXK_19185.t01	CP195787	4079757	4081193	+	1437	8362	9741	7719	1857	1843	2012
ACSMXK_19190.t01	CP195787	4081212	4081499	+	288	2869	3128	2719	1342	1579	1554
ACSMXK_19195.t01	CP195787	4081652	4082131	+	480	1976	2478	2249	517	605	560
ACSMXK_19200.t01	CP195787	4082181	4083035	+	855	2384	2483	2097	518	586	708
ACSMXK_19205.t01	CP195787	4083032	4083304	+	273	259	357	282	76	79	114
ACSMXK_19210.t01	CP195787	4083307	4084026	-	720	1523	2061	1682	348	477	496
ACSMXK_19215.t01	CP195787	4084900	4087236	-	2337	3446	4116	3308	916	833	928
ACSMXK_19220.t01	CP195787	4088129	4093660	+	5532	19479	18066	16828	3731	3586	3454
ACSMXK_19225.t01	CP195787	4093839	4095596	+	1758	6254	5832	5422	934	917	926
ACSMXK_19230.t01	CP195787	4095704	4096189	-	486	1882	2405	1906	433	503	664
ACSMXK_19235.t01	CP195787	4096193	4096834	-	642	4350	5719	4733	962	906	1201
ACSMXK_19240.t01	CP195787	4097151	4097543	-	393	6063	6674	5229	731	726	811
ACSMXK_19245.t01	CP195787	4097559	4097987	-	429	15915	17142	13685	1510	1456	1436
ACSMXK_19250.t01	CP195787	4098213	4099340	-	1128	1136	1397	1105	297	296	329
ACSMXK_19255.t01	CP195787	4099518	4099919	+	402	4404	5548	4945	2791	3223	3677
ACSMXK_19260.t01	CP195787	4100029	4101405	+	1377	6358	8195	7226	1833	1985	1948
ACSMXK_19265.t01	CP195787	4101495	4102556	+	1062	1668	2201	1638	362	406	433
ACSMXK_19270.t01	CP195787	4102683	4103660	-	978	784	971	750	212	168	207
ACSMXK_19275.t01	CP195787	4103795	4104319	+	525	3667	5577	4494	1919	2058	2405
ACSMXK_19280.t01	CP195787	4104369	4104503	-	135	1359	2020	1821	1280	1423	1380
ACSMXK_19285.t01	CP195787	4104610	4104741	-	132	841	905	753	335	374	356
ACSMXK_19290.t01	CP195787	4104791	4105357	-	567	6436	8139	5998	1017	1269	1309
ACSMXK_19295.t01	CP195787	4105398	4106426	+	1029	1712	2142	1487	241	246	243
ACSMXK_19300.t01	CP195787	4106582	4106932	-	351	3023	3829	2508	899	953	1120
ACSMXK_19305.t01	CP195787	4107126	4108775	-	1650	2181	2910	2401	2733	2869	2468
ACSMXK_19310.t01	CP195787	4108824	4109117	-	294	697	1011	638	430	430	446
ACSMXK_19315.t01	CP195787	4109347	4109808	-	462	574	732	618	124	131	182
ACSMXK_19320.t01	CP195787	4110137	4111573	+	1437	2919	4027	3384	1624	1735	1602
ACSMXK_19325.t01	CP195787	4111688	4112989	+	1302	436	566	457	235	280	243
ACSMXK_19330.t01	CP195787	4113047	4113361	+	315	162	158	158	105	97	91
ACSMXK_19335.t01	CP195787	4113337	4115037	+	1701	482	556	423	194	215	150
ACSMXK_19340.t01	CP195787	4115102	4115680	+	579	1569	2241	1603	891	1038	978
ACSMXK_19345.r01	CP195787	4115787	4115862	+	76	93	108	93	8	22	25
ACSMXK_19350.t01	CP195787	4116098	4116286	-	189	332	321	251	43	67	70
ACSMXK_19355.t01	CP195787	4117059	4117994	-	936	613	899	580	177	159	244
ACSMXK_19360.t01	CP195787	4118427	4119731	-	1305	783	803	618	124	201	246
ACSMXK_19365.t01	CP195787	4119728	4120726	-	999	232	276	232	52	61	76
ACSMXK_19370.t01	CP195787	4121501	4123834	-	2334	905	940	829	351	358	419
ACSMXK_19375.t01	CP195787	4123834	4124058	-	225	75	90	63	33	26	45
ACSMXK_19380.t01	CP195787	4124665	4126326	+	1662	889	950	660	166	217	198
ACSMXK_19385.t01	CP195787	4126370	4126696	-	327	89	80	56	49	32	28
ACSMXK_19390.t01	CP195787	4126713	4127339	-	627	75	94	65	33	26	23
ACSMXK_19395.t01	CP195787	4127364	4128140	-	777	191	249	221	84	85	77
ACSMXK_19400.t01	CP195787	4128257	4129261	+	1005	549	675	570	144	113	134
ACSMXK_19405.t01	CP195787	4129262	4130368	-	1107	586	730	471	238	208	236
ACSMXK_19410.t01	CP195787	4130717	4131679	+	963	2500	3763	3073	2426	2835	3419
ACSMXK_19415.t01	CP195787	4131891	4133225	+	1335	2447	2826	2668	667	647	678
ACSMXK_19420.t01	CP195787	4133401	4133712	+	312	690	611	545	163	112	105
ACSMXK_19425.t01	CP195787	4133800	4134378	+	579	630	666	682	183	163	176
ACSMXK_19430.t01	CP195787	4134439	4134963	+	525	648	900	637	219	257	281
ACSMXK_19435.t01	CP195787	4135000	4135812	-	813	1864	2089	1838	886	970	1120
ACSMXK_19440.t01	CP195787	4136132	4137658	+	1527	514	603	508	173	165	245
ACSMXK_19445.t01	CP195787	4137681	4138781	+	1101	340	314	243	148	152	139
ACSMXK_19450.t01	CP195787	4138778	4139878	+	1101	506	495	350	174	198	229
ACSMXK_19455.t01	CP195787	4139893	4140723	+	831	501	523	363	199	244	236
ACSMXK_19460.t01	CP195787	4140970	4141983	+	1014	94	95	55	45	43	40
ACSMXK_19465.t01	CP195787	4141980	4142447	+	468	47	44	40	4	4	6
ACSMXK_19470.t01	CP195787	4142462	4143757	+	1296	261	276	165	68	69	59
ACSMXK_19475.t01	CP195787	4143754	4145235	+	1482	145	87	105	71	60	55
ACSMXK_19480.t01	CP195787	4145232	4145888	+	657	32	16	16	11	18	6
ACSMXK_19485.t01	CP195787	4145885	4146745	+	861	121	107	76	48	47	23
ACSMXK_19490.t01	CP195787	4146742	4147440	+	699	104	133	99	116	79	82
ACSMXK_19495.t01	CP195787	4147475	4147993	+	519	204	264	177	37	44	71
ACSMXK_19500.t01	CP195787	4148256	4149329	+	1074	1005	1627	1439	342	362	394
ACSMXK_19505.t01	CP195787	4149440	4151635	-	2196	759	1074	754	211	236	267
ACSMXK_19510.t01	CP195787	4151663	4152997	-	1335	209	333	268	107	105	105
ACSMXK_19515.t01	CP195787	4153001	4154734	-	1734	429	546	328	122	162	180
ACSMXK_19520.t01	CP195787	4154734	4155681	-	948	178	194	139	40	55	53
ACSMXK_19525.t01	CP195787	4155682	4157406	-	1725	816	971	851	206	150	186
ACSMXK_19530.t01	CP195787	4157539	4158744	+	1206	1031	1152	918	239	198	212
ACSMXK_19535.t01	CP195787	4158760	4159650	+	891	356	385	238	50	47	65
ACSMXK_19540.t01	CP195787	4159688	4160119	+	432	267	378	275	97	102	113
ACSMXK_19545.t01	CP195787	4160200	4161078	-	879	389	465	383	164	146	142
ACSMXK_19550.t01	CP195787	4161177	4161683	+	507	1696	2460	1877	1931	2121	2201
ACSMXK_19555.t01	CP195787	4161991	4162131	+	141	316	325	329	98	92	130
ACSMXK_19560.t01	CP195787	4162187	4162612	+	426	341	463	380	160	178	188
ACSMXK_19565.t01	CP195787	4162628	4163056	+	429	606	738	592	378	387	421
ACSMXK_19570.t01	CP195787	4163227	4164243	-	1017	1460	2014	1529	558	586	570
ACSMXK_19575.t01	CP195787	4164273	4165682	-	1410	816	1211	890	349	306	469
ACSMXK_19580.t01	CP195787	4165682	4167052	-	1371	188	253	174	65	65	103
ACSMXK_19585.t01	CP195787	4167119	4168657	-	1539	129	136	100	59	44	44
ACSMXK_19590.t01	CP195787	4168896	4170140	-	1245	269	309	252	138	193	210
ACSMXK_19595.t01	CP195787	4170191	4173277	-	3087	853	1048	866	420	438	463
ACSMXK_19600.t01	CP195787	4173679	4174596	-	918	209	326	184	140	129	120
ACSMXK_19605.t01	CP195787	4174824	4175687	+	864	2536	2849	2311	736	680	656
ACSMXK_19610.t01	CP195787	4175699	4175992	+	294	793	896	779	352	440	443
