# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GTF" "-t" "exon" "-g" "transcript_id" "-T" "64" "-p" "-B" "-C" "-Q" "10" "-s" "0" "-a" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/burkholderia.gtf" "-o" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/counts/burkholderia/counts_burkholderia.txt" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_3.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	B_1.sorted.bam	B_2.sorted.bam	B_3.sorted.bam	CK_B_1.sorted.bam	CK_B_2.sorted.bam	CK_B_3.sorted.bam
ACSMXP_27245.t01	CP195872	1946065	1947012	-	948	181	140	123	99	74	60
ACSMXP_27250.t01	CP195872	1947071	1948378	-	1308	481	353	353	286	230	215
ACSMXP_27255.t01	CP195872	1948718	1949377	-	660	351	378	346	400	352	265
ACSMXP_27260.t01	CP195872	1949597	1950064	+	468	255	185	208	91	70	84
ACSMXP_27265.t01	CP195872	1950184	1951239	+	1056	526	414	436	335	352	253
ACSMXP_27270.t01	CP195872	1951404	1952063	-	660	505	483	431	568	577	381
ACSMXP_27275.t01	CP195872	1952272	1953753	+	1482	363	255	217	227	148	102
ACSMXP_27280.t01	CP195872	1953750	1954742	-	993	473	429	367	796	869	481
ACSMXP_27285.t01	CP195872	1954739	1955692	-	954	5597	5696	5064	5292	5236	4243
ACSMXP_27290.t01	CP195872	1955844	1956650	-	807	6683	7684	6144	6998	7273	5071
ACSMXP_27295.t01	CP195872	1957434	1958537	+	1104	4604	3861	3565	18207	13058	13705
ACSMXP_27300.t01	CP195872	1958654	1960075	-	1422	468	398	395	434	344	359
ACSMXP_27305.t01	CP195872	1960568	1960909	-	342	960	591	686	605	475	486
ACSMXP_27310.t01	CP195872	1960906	1961244	-	339	1345	949	1039	979	806	687
ACSMXP_27315.t01	CP195872	1961333	1962325	-	993	5917	3593	3877	2104	1816	1361
ACSMXP_27320.t01	CP195872	1962455	1962703	-	249	4154	2268	2735	1161	1028	711
ACSMXP_27325.t01	CP195872	1963165	1964694	+	1530	8493	7241	6625	4282	3587	2928
ACSMXP_27330.t01	CP195872	1964748	1965311	+	564	2061	1511	1563	880	838	601
ACSMXP_27335.t01	CP195872	1965451	1966374	+	924	2339	2173	1955	3015	2780	2063
ACSMXP_27340.t01	CP195872	1966457	1967833	-	1377	691	649	531	452	345	338
ACSMXP_27345.t01	CP195872	1968203	1968982	+	780	212	197	212	101	89	117
ACSMXP_27350.t01	CP195872	1969031	1969771	+	741	1011	1123	914	118	82	57
ACSMXP_27355.t01	CP195872	1969880	1971076	-	1197	4770	6686	5284	180	153	115
ACSMXP_27360.t01	CP195872	1971069	1971746	-	678	2144	3378	2570	94	55	66
ACSMXP_27365.t01	CP195872	1971767	1972204	-	438	2923	4697	3515	107	97	91
ACSMXP_27370.t01	CP195872	1972293	1972727	-	435	2434	3500	2655	98	102	87
ACSMXP_27375.t01	CP195872	1972727	1974067	-	1341	5165	7646	5665	449	347	319
ACSMXP_27380.t01	CP195872	1974325	1975140	+	816	726	975	814	1180	815	907
ACSMXP_27385.t01	CP195872	1975229	1976419	-	1191	540	444	456	76	56	52
ACSMXP_27390.t01	CP195872	1976526	1977860	-	1335	1025	1128	970	149	127	68
ACSMXP_27395.t01	CP195872	1977908	1979425	-	1518	1169	1126	1039	128	109	83
ACSMXP_27400.t01	CP195872	1979495	1980367	-	873	709	672	610	170	142	102
ACSMXP_27405.t01	CP195872	1980511	1981419	+	909	322	419	327	771	671	673
ACSMXP_27410.t01	CP195872	1981717	1982739	-	1023	240	160	207	194	167	153
ACSMXP_27415.t01	CP195872	1982774	1983487	-	714	103	153	104	221	201	124
ACSMXP_27420.t01	CP195872	1983548	2014054	-	30507	4245	2931	3424	1684	1500	1212
ACSMXP_27425.t01	CP195872	2014088	2023834	-	9747	1224	744	873	341	275	180
ACSMXP_27430.t01	CP195872	2023827	2025824	-	1998	266	309	242	200	203	133
ACSMXP_27435.t01	CP195872	2025919	2026161	-	243	75	84	94	213	200	105
ACSMXP_27440.t01	CP195872	2026203	2029562	-	3360	667	560	568	571	453	385
ACSMXP_27445.t01	CP195872	2029638	2030339	-	702	231	260	233	440	339	279
ACSMXP_27450	CP195872	2031307	2031926	-	620	988	1042	824	3342	2543	2606
ACSMXP_27455.t01	CP195872	2032091	2032810	+	720	458	420	343	989	923	662
ACSMXP_27460.t01	CP195872	2032925	2034073	-	1149	747	638	678	599	482	427
ACSMXP_27465.t01	CP195872	2034897	2035034	+	138	164	116	84	193	175	117
ACSMXP_27470.t01	CP195872	2035353	2037563	+	2211	1331	947	948	610	429	374
ACSMXP_27475.t01	CP195872	2038044	2040668	+	2625	3397	2545	2482	2032	1464	1406
ACSMXP_27480.t01	CP195872	2040745	2041662	-	918	2085	1614	1530	227	173	198
ACSMXP_27485.t01	CP195872	2041729	2042730	-	1002	1538	1366	1279	82	76	52
ACSMXP_27490.t01	CP195872	2042817	2046437	-	3621	6501	6857	6042	111	90	71
ACSMXP_27495.t01	CP195872	2046434	2047090	-	657	1353	1000	1056	10	8	5
ACSMXP_27500.t01	CP195872	2047102	2047848	-	747	6544	5466	5415	127	15	37
ACSMXP_27505.t01	CP195872	2048431	2048556	+	126	4006	3454	3241	419	75	136
ACSMXP_27510.t01	CP195872	2048886	2049962	+	1077	5277	4107	4051	256	194	198
ACSMXP_27515.t01	CP195872	2050485	2051405	-	921	842	752	720	39	22	33
ACSMXP_27520.t01	CP195872	2051538	2052443	-	906	541	365	344	77	53	34
ACSMXP_27525.t01	CP195872	2052508	2053806	-	1299	549	735	555	164	127	109
ACSMXP_27530.t01	CP195872	2053946	2054887	+	942	238	225	196	413	405	348
ACSMXP_27535.t01	CP195872	2054962	2055822	+	861	205	166	172	254	173	191
ACSMXP_27540.t01	CP195872	2055923	2056456	+	534	121	104	102	47	35	36
ACSMXP_27545.t01	CP195872	2056845	2057246	+	402	80	50	53	52	28	31
ACSMXP_27550.t01	CP195872	2057323	2059638	+	2316	450	450	465	401	385	326
ACSMXP_27555.t01	CP195872	2059752	2060795	+	1044	413	358	289	1186	1389	794
ACSMXP_27560.t01	CP195872	2060930	2061790	+	861	592	487	519	806	696	559
ACSMXP_27565.t01	CP195872	2062225	2062560	-	336	261	234	190	299	343	268
ACSMXP_27570.t01	CP195872	2062857	2063633	-	777	482	346	442	814	618	544
ACSMXP_27575.t01	CP195872	2063847	2064080	+	234	1267	1598	1396	3601	2805	2800
ACSMXP_27580.t01	CP195872	2064330	2065481	-	1152	574	613	543	780	1187	717
ACSMXP_27585.t01	CP195872	2065983	2066516	+	534	233	279	208	282	248	192
ACSMXP_27590.t01	CP195872	2066625	2067836	-	1212	217	154	160	82	79	52
ACSMXP_27595.t01	CP195872	2068112	2069584	+	1473	210	189	172	91	91	76
ACSMXP_27600.t01	CP195872	2069611	2070279	-	669	165	116	131	131	133	100
ACSMXP_27605.t01	CP195872	2070279	2070734	-	456	106	114	90	80	89	100
ACSMXP_27610.t01	CP195872	2070804	2071721	-	918	295	273	250	352	337	347
ACSMXP_27615.t01	CP195872	2072157	2072951	+	795	171	146	173	159	129	120
ACSMXP_27620.t01	CP195872	2073000	2074121	-	1122	344	255	245	412	380	328
ACSMXP_27625.t01	CP195872	2074542	2074841	+	300	121	181	105	140	113	124
ACSMXP_27630.t01	CP195872	2075045	2075833	+	789	131	114	147	106	90	77
ACSMXP_27635.t01	CP195872	2075833	2076252	+	420	121	88	82	70	142	104
ACSMXP_27640.t01	CP195872	2076249	2076734	+	486	182	185	185	229	155	145
ACSMXP_27645.t01	CP195872	2077279	2080164	+	2886	730	654	651	1132	846	1075
ACSMXP_27650.t01	CP195872	2080578	2082788	+	2211	523	376	383	6888	2503	5278
ACSMXP_27655.t01	CP195872	2083069	2083398	+	330	1325	1498	1124	2706	2153	2126
ACSMXP_27660.t01	CP195872	2083577	2085067	+	1491	459	377	359	243	202	164
ACSMXP_27665.t01	CP195872	2085070	2086221	+	1152	181	143	162	53	51	45
ACSMXP_27670.t01	CP195872	2086298	2086519	+	222	63	39	50	24	25	12
ACSMXP_27675.t01	CP195872	2086637	2087269	+	633	406	414	304	599	474	510
ACSMXP_27680.t01	CP195872	2087546	2089102	+	1557	837	668	715	497	350	391
ACSMXP_27685	CP195872	2089140	2089256	-	117	10	6	1	7	0	1
ACSMXP_27690.t01	CP195872	2089275	2089484	+	210	55	57	57	49	28	48
ACSMXP_27695.t01	CP195872	2089884	2091500	+	1617	694	533	558	455	338	294
ACSMXP_27700.t01	CP195872	2091514	2092452	+	939	285	175	183	76	84	58
ACSMXP_27705.t01	CP195872	2092466	2093365	+	900	232	187	191	53	85	58
ACSMXP_27710.t01	CP195872	2093367	2094356	+	990	415	434	366	179	149	119
ACSMXP_27715.t01	CP195872	2094353	2095378	+	1026	461	481	466	221	119	109
ACSMXP_27720.t01	CP195872	2095482	2095877	+	396	295	319	262	399	235	296
ACSMXP_27725.t01	CP195872	2096080	2096559	+	480	313	370	332	618	477	509
ACSMXP_27730.t01	CP195872	2096597	2097538	-	942	402	364	332	1155	842	823
ACSMXP_27735.t01	CP195872	2097677	2098846	+	1170	245	251	244	864	777	623
ACSMXP_27740.t01	CP195872	2099544	2101262	-	1719	296	267	234	425	309	245
ACSMXP_27745.t01	CP195872	2101275	2102606	-	1332	176	140	158	485	380	326
ACSMXP_27750.t01	CP195872	2102620	2103147	-	528	30	37	25	144	94	106
ACSMXP_27755.t01	CP195872	2103184	2104038	-	855	139	179	188	415	286	308
ACSMXP_27760.t01	CP195872	2104195	2105085	-	891	192	227	192	1186	1113	972
ACSMXP_27765.t01	CP195872	2105504	2106694	+	1191	515	565	426	1172	999	871
ACSMXP_27770.t01	CP195872	2106723	2107697	+	975	144	157	139	352	265	280
ACSMXP_27775.t01	CP195872	2107700	2108083	+	384	73	68	74	118	84	91
ACSMXP_27780.t01	CP195872	2108227	2109672	+	1446	366	378	369	756	626	577
ACSMXP_27785.t01	CP195872	2109659	2110573	-	915	471	544	487	1315	1119	966
ACSMXP_27790.t01	CP195872	2110794	2111804	+	1011	287	280	252	503	418	361
ACSMXP_27795.t01	CP195872	2111943	2112401	+	459	63	102	76	196	127	140
ACSMXP_27800.t01	CP195872	2112509	2114011	-	1503	168	146	172	256	179	233
ACSMXP_27805.t01	CP195872	2114168	2115511	+	1344	84	104	96	207	196	147
ACSMXP_27810.t01	CP195872	2115527	2116417	+	891	155	112	124	173	168	128
ACSMXP_27815.t01	CP195872	2116533	2117027	+	495	107	89	62	141	162	106
ACSMXP_27820.t01	CP195872	2117173	2117586	+	414	175	275	183	444	438	328
ACSMXP_27825.t01	CP195872	2117678	2118649	+	972	522	653	458	670	586	498
ACSMXP_27830.t01	CP195872	2118722	2119393	+	672	1125	1653	1253	3749	3148	2928
ACSMXP_27835.t01	CP195872	2119761	2120249	+	489	482	565	360	586	536	484
ACSMXP_27840.t01	CP195872	2120421	2121041	+	621	936	1120	984	3117	2351	2222
ACSMXP_27845.t01	CP195872	2121259	2122863	+	1605	339	375	312	607	469	517
ACSMXP_27850.t01	CP195872	2122860	2123684	+	825	227	164	146	154	136	83
ACSMXP_27855.t01	CP195872	2123751	2124944	+	1194	223	204	215	244	160	183
ACSMXP_27860.t01	CP195872	2124937	2125788	+	852	138	116	91	94	75	86
ACSMXP_27865.t01	CP195872	2125848	2127119	+	1272	212	179	205	541	414	411
ACSMXP_27870.t01	CP195872	2127343	2128533	+	1191	172	134	129	378	268	258
ACSMXP_27875.t01	CP195872	2128903	2130072	+	1170	84	73	61	61	49	66
ACSMXP_27880.t01	CP195872	2130522	2131295	-	774	502	598	493	2929	2492	2109
ACSMXP_27885.t01	CP195872	2131451	2132281	+	831	252	223	221	525	447	407
ACSMXP_27890.t01	CP195872	2132542	2133021	+	480	124	183	118	494	413	467
ACSMXP_27895.t01	CP195872	2132927	2134606	+	1680	444	441	422	1149	942	930
ACSMXP_27900.t01	CP195872	2134950	2135849	-	900	179	260	260	583	591	454
ACSMXP_27905.t01	CP195872	2136038	2137006	+	969	52	105	99	153	189	175
ACSMXP_27910.t01	CP195872	2137660	2138871	-	1212	1357	1313	1158	1274	1083	1018
ACSMXP_27915.t01	CP195872	2139354	2139698	+	345	222	334	279	711	536	664
ACSMXP_27920.t01	CP195872	2139842	2140240	-	399	798	843	730	3757	3234	2839
ACSMXP_27925.t01	CP195872	2140600	2141973	+	1374	500	390	306	212	196	141
ACSMXP_27930.t01	CP195872	2142013	2144445	-	2433	1137	1062	1008	875	711	630
ACSMXP_27935.t01	CP195872	2144458	2145585	-	1128	502	331	364	316	242	231
ACSMXP_27940.t01	CP195872	2145585	2146205	-	621	235	181	217	249	193	170
ACSMXP_27945.t01	CP195872	2146211	2147065	-	855	262	203	212	137	73	124
ACSMXP_27950.t01	CP195872	2147082	2150600	-	3519	2046	1589	1541	942	724	760
ACSMXP_27955.t01	CP195872	2150807	2151430	-	624	816	752	695	911	708	665
ACSMXP_27960.t01	CP195872	2151656	2152279	+	624	2052	1625	1637	536	394	372
ACSMXP_27965.t01	CP195872	2152463	2154718	+	2256	841	589	652	395	266	333
ACSMXP_27970.t01	CP195872	2154826	2155722	+	897	285	294	263	271	191	156
ACSMXP_27975.t01	CP195872	2155827	2156459	+	633	209	159	123	304	195	205
ACSMXP_27980.t01	CP195872	2156465	2157034	+	570	273	337	283	650	422	478
ACSMXP_27985.t01	CP195872	2157057	2157623	-	567	387	464	402	548	362	488
ACSMXP_27990.t01	CP195872	2157755	2158624	-	870	175	180	188	210	166	154
ACSMXP_27995.t01	CP195872	2158655	2159464	-	810	209	163	182	80	69	63
ACSMXP_28000.t01	CP195872	2159724	2160671	+	948	904	1226	1033	1348	1227	1000
ACSMXP_28005.t01	CP195872	2160799	2161194	-	396	657	945	664	1434	1337	1213
ACSMXP_28010.t01	CP195872	2161662	2162549	+	888	222	172	178	380	255	352
ACSMXP_28015.t01	CP195872	2162607	2163308	-	702	177	170	133	244	190	187
ACSMXP_28020.t01	CP195872	2163603	2164235	+	633	142	166	128	17	34	13
ACSMXP_28025.t01	CP195872	2164232	2164867	+	636	82	100	72	38	26	21
ACSMXP_28030.t01	CP195872	2164858	2165763	-	906	161	166	165	199	215	158
ACSMXP_28035.t01	CP195872	2165937	2167274	-	1338	268	213	223	100	75	70
ACSMXP_28040.t01	CP195872	2167519	2168967	-	1449	262	196	173	87	73	72
ACSMXP_28045.t01	CP195872	2168989	2170035	-	1047	157	179	170	450	426	336
ACSMXP_28050.t01	CP195872	2170101	2170625	-	525	137	139	95	72	61	56
ACSMXP_28055.t01	CP195872	2170945	2171631	+	687	752	841	705	1361	1028	881
ACSMXP_28060.t01	CP195872	2171615	2172274	+	660	180	162	146	401	253	225
ACSMXP_28065.t01	CP195872	2172275	2172874	+	600	127	95	103	223	154	195
ACSMXP_28070.t01	CP195872	2172813	2173817	-	1005	270	205	214	255	265	216
ACSMXP_28075.t01	CP195872	2173947	2175335	+	1389	270	284	302	177	177	100
ACSMXP_28080.t01	CP195872	2175391	2175858	+	468	421	505	388	384	296	302
ACSMXP_28085.t01	CP195872	2175870	2176415	-	546	228	261	172	386	356	391
ACSMXP_28090.t01	CP195872	2177053	2182866	+	5814	1564	1238	1321	1765	1586	1258
ACSMXP_28095.t01	CP195872	2182949	2183743	+	795	235	271	277	337	293	226
ACSMXP_28100.t01	CP195872	2183829	2184590	-	762	172	154	163	281	223	178
ACSMXP_28105.t01	CP195872	2184787	2185203	+	417	50	44	29	1738	1481	1258
ACSMXP_28110.t01	CP195872	2185152	2185709	+	558	23	29	24	363	269	299
ACSMXP_28115.t01	CP195872	2185693	2186151	+	459	6	8	14	239	174	141
ACSMXP_28120.t01	CP195872	2186048	2186632	+	585	27	16	16	263	202	165
ACSMXP_28125.t01	CP195872	2186639	2187361	+	723	192	203	142	744	473	546
ACSMXP_28130.t01	CP195872	2187398	2187880	-	483	208	285	207	353	348	290
ACSMXP_28135.t01	CP195872	2187948	2188919	-	972	506	502	432	932	732	706
ACSMXP_28140.t01	CP195872	2189014	2189847	+	834	226	201	154	219	170	115
ACSMXP_28145.t01	CP195872	2189886	2190254	-	369	64	84	73	41	41	50
ACSMXP_28150.t01	CP195872	2190299	2191465	-	1167	165	212	170	193	221	165
ACSMXP_28155.t01	CP195872	2191597	2192478	+	882	928	1037	905	1331	1146	953
ACSMXP_28160.t01	CP195872	2192500	2193387	-	888	675	788	633	744	616	472
ACSMXP_28165.t01	CP195872	2193563	2194441	+	879	952	985	931	3175	2388	2099
ACSMXP_28170.t01	CP195872	2194549	2195766	+	1218	396	451	403	785	545	630
ACSMXP_28175.t01	CP195872	2195763	2196506	+	744	313	356	298	593	446	408
ACSMXP_28180.t01	CP195872	2196509	2197222	-	714	462	833	598	2748	2923	2534
ACSMXP_28185.t01	CP195872	2197392	2198090	+	699	156	142	136	381	302	294
ACSMXP_28190.t01	CP195872	2198090	2199037	+	948	200	162	177	166	158	154
ACSMXP_28195.t01	CP195872	2199057	2199980	+	924	194	137	166	179	143	175
ACSMXP_28200.t01	CP195872	2200070	2201491	+	1422	248	214	258	150	148	143
ACSMXP_28205.t01	CP195872	2201548	2202687	+	1140	114	125	114	143	92	98
ACSMXP_28210.t01	CP195872	2202701	2203747	+	1047	215	205	194	190	143	121
ACSMXP_28215.t01	CP195872	2203744	2205030	+	1287	194	179	172	176	137	119
ACSMXP_28220.t01	CP195872	2205027	2206247	+	1221	225	165	167	106	52	73
ACSMXP_28225.t01	CP195872	2206266	2207597	+	1332	109	94	105	90	70	54
ACSMXP_28230.t01	CP195872	2207600	2208532	+	933	199	127	147	229	152	183
ACSMXP_28235.t01	CP195872	2208781	2209398	+	618	452	680	516	280	130	128
ACSMXP_28240.t01	CP195872	2209429	2210565	-	1137	408	903	681	56	46	45
ACSMXP_28245.t01	CP195872	2210671	2211351	+	681	377	709	508	108	140	126
ACSMXP_28250.t01	CP195872	2211424	2212782	-	1359	280	275	262	542	486	570
ACSMXP_28255.t01	CP195872	2213051	2214109	-	1059	272	204	233	122	136	123
ACSMXP_28260.t01	CP195872	2214171	2215187	+	1017	514	763	639	689	558	537
ACSMXP_28265.t01	CP195872	2215431	2216873	-	1443	1109	1253	968	2413	2160	1976
ACSMXP_28270.t01	CP195872	2217035	2217481	+	447	319	349	297	1053	787	816
ACSMXP_28275.t01	CP195872	2217795	2218421	-	627	990	967	1001	4974	4177	3929
ACSMXP_28280.t01	CP195872	2218844	2220028	-	1185	888	531	586	3905	3340	2845
ACSMXP_28285.t01	CP195872	2220243	2221178	+	936	128	108	114	511	340	409
ACSMXP_28290.t01	CP195872	2221207	2221575	-	369	128	139	103	549	510	543
ACSMXP_28295.t01	CP195872	2221575	2222852	-	1278	1499	1358	1176	10662	9071	9616
ACSMXP_28300.t01	CP195872	2223467	2224171	+	705	135	125	99	318	234	253
ACSMXP_28305.t01	CP195872	2224255	2224566	-	312	62	100	66	252	189	197
ACSMXP_28310.t01	CP195872	2224616	2225323	-	708	216	183	189	502	488	403
ACSMXP_28315.t01	CP195872	2225430	2226326	+	897	650	757	712	1563	1421	1330
ACSMXP_28320.t01	CP195872	2226510	2227439	+	930	1228	1288	1176	1561	1275	1420
ACSMXP_28325.t01	CP195872	2227663	2228103	+	441	440	462	365	632	473	427
ACSMXP_28330.t01	CP195872	2228544	2231741	+	3198	4338	3956	3674	449	346	287
ACSMXP_28335.t01	CP195872	2232011	2232559	+	549	1194	1266	1096	1920	1368	1628
ACSMXP_28340.t01	CP195872	2232755	2233198	-	444	260	244	190	436	277	513
ACSMXP_28345	CP195872	2233552	2234488	-	937	321	360	316	1266	1047	1054
ACSMXP_28350.t01	CP195872	2234665	2235759	+	1095	2710	2432	2055	14857	10153	12151
ACSMXP_28355.t01	CP195872	2235828	2236118	+	291	410	352	345	1658	1169	1414
ACSMXP_28360.t01	CP195872	2236122	2237537	+	1416	2209	1961	1810	6323	4295	5119
ACSMXP_28365.t01	CP195872	2237567	2238958	+	1392	3519	3034	2929	10598	6800	7862
ACSMXP_28370.t01	CP195872	2239066	2240094	+	1029	4230	3909	3516	14122	9517	10840
ACSMXP_28375	CP195872	2240201	2240458	-	258	487	422	425	1117	867	901
ACSMXP_28380.t01	CP195872	2240593	2241153	+	561	344	311	275	289	243	255
ACSMXP_28385.t01	CP195872	2241165	2241719	+	555	198	148	167	173	171	148
ACSMXP_28390.t01	CP195872	2241748	2242377	-	630	389	415	341	454	352	333
ACSMXP_28395.t01	CP195872	2242498	2243241	-	744	383	264	266	1176	1054	719
ACSMXP_28400.t01	CP195872	2243252	2243461	-	210	220	240	227	929	758	736
ACSMXP_28405.t01	CP195872	2243699	2244289	+	591	241	289	259	366	276	266
ACSMXP_28410.t01	CP195872	2244335	2244817	-	483	2502	3928	3029	3789	2860	3322
ACSMXP_28415.t01	CP195872	2245000	2246292	+	1293	2462	2510	2346	3288	2590	2429
ACSMXP_28420.t01	CP195872	2246440	2247894	-	1455	263	230	235	198	147	116
ACSMXP_28425.t01	CP195872	2247911	2249041	-	1131	149	101	101	31	8	27
ACSMXP_28430.t01	CP195872	2249038	2249895	-	858	161	85	91	41	17	25
ACSMXP_28435.t01	CP195872	2250157	2251065	+	909	425	508	488	357	314	308
ACSMXP_28440.t01	CP195872	2251467	2254115	+	2649	746	574	567	1331	1206	924
ACSMXP_28445.t01	CP195872	2254173	2257043	-	2871	670	505	444	598	474	345
ACSMXP_28450.t01	CP195872	2257230	2258120	-	891	206	246	255	508	372	389
ACSMXP_28455.t01	CP195872	2258227	2259126	-	900	271	210	198	151	103	122
ACSMXP_28460.t01	CP195872	2259277	2260233	+	957	732	829	590	975	786	682
ACSMXP_28465.t01	CP195872	2260459	2261091	+	633	145	132	139	76	76	69
ACSMXP_28470.t01	CP195872	2261135	2262205	-	1071	232	153	152	102	85	87
ACSMXP_28475.t01	CP195872	2262337	2263041	-	705	176	145	180	324	232	162
ACSMXP_28480.t01	CP195872	2263250	2264422	-	1173	269	224	196	367	450	299
ACSMXP_28485.t01	CP195872	2264757	2266334	-	1578	502	407	383	457	420	310
ACSMXP_28490	CP195872	2266323	2266520	-	198	80	73	55	117	64	60
ACSMXP_28495.t01	CP195872	2266656	2267297	+	642	250	228	227	203	182	151
ACSMXP_28500.t01	CP195872	2267553	2268755	+	1203	945	796	751	1850	1662	1200
ACSMXP_28505.t01	CP195872	2268929	2271028	-	2100	445	368	347	311	203	189
ACSMXP_28510.t01	CP195872	2271424	2272032	-	609	230	160	153	217	185	163
ACSMXP_28515.t01	CP195872	2272110	2272925	+	816	363	364	281	409	364	307
ACSMXP_28520.t01	CP195872	2272973	2273581	-	609	258	212	246	682	743	411
ACSMXP_28525.t01	CP195872	2274018	2275022	+	1005	162	113	116	64	69	48
ACSMXP_28530.t01	CP195872	2275019	2276572	+	1554	190	99	181	34	43	27
ACSMXP_28535.t01	CP195872	2276569	2277624	+	1056	180	86	73	27	12	21
ACSMXP_28540.t01	CP195872	2277617	2278597	+	981	147	117	120	57	38	33
ACSMXP_28545.t01	CP195872	2278639	2279922	+	1284	240	189	207	193	137	94
ACSMXP_28550.t01	CP195872	2280225	2282174	+	1950	604	543	466	793	565	473
ACSMXP_28555.t01	CP195872	2282407	2283465	-	1059	196	310	211	574	359	465
ACSMXP_28560.t01	CP195872	2283923	2284660	+	738	376	431	304	713	491	431
ACSMXP_28565.t01	CP195872	2284724	2285431	-	708	248	331	225	552	411	425
ACSMXP_28570.t01	CP195872	2285428	2287203	-	1776	413	447	366	855	650	701
ACSMXP_28575.t01	CP195872	2287181	2288026	-	846	100	115	65	141	96	118
ACSMXP_28580.t01	CP195872	2288031	2289215	-	1185	213	276	241	309	166	165
ACSMXP_28585.t01	CP195872	2289252	2290673	-	1422	223	212	197	171	165	165
ACSMXP_28590.t01	CP195872	2290789	2292021	-	1233	302	422	307	711	577	548
ACSMXP_28595.t01	CP195872	2292170	2293222	-	1053	258	239	217	384	312	327
ACSMXP_28600.t01	CP195872	2293375	2294334	-	960	1691	1247	1173	1187	774	951
ACSMXP_28605.t01	CP195872	2294418	2295563	-	1146	268	302	289	513	315	414
ACSMXP_28610.t01	CP195872	2295689	2296861	-	1173	181	194	188	903	606	609
ACSMXP_28615.t01	CP195872	2296970	2298322	-	1353	240	254	200	268	263	240
ACSMXP_28620.t01	CP195872	2298585	2300036	-	1452	327	214	230	220	155	197
ACSMXP_28625.t01	CP195872	2300092	2301681	-	1590	338	343	279	489	418	427
ACSMXP_28630.t01	CP195872	2301996	2302925	+	930	1864	2298	1973	1595	1217	1276
ACSMXP_28635.t01	CP195872	2303436	2303651	-	216	56	57	51	53	44	44
ACSMXP_28640.t01	CP195872	2303890	2304816	-	927	708	910	772	1065	1096	943
ACSMXP_28645.t01	CP195872	2305040	2305372	-	333	181	269	261	339	328	281
ACSMXP_28650.t01	CP195872	2305573	2306670	-	1098	804	1070	811	1578	1311	1333
ACSMXP_28655.t01	CP195872	2307147	2307671	-	525	1140	1522	1198	4563	3973	3740
ACSMXP_28660.t01	CP195872	2307856	2308314	-	459	275	318	299	856	687	706
ACSMXP_28665	CP195872	2308311	2308939	-	629	631	721	632	1749	1358	1293
ACSMXP_28670.t01	CP195872	2309201	2310382	-	1182	273	283	264	653	467	481
ACSMXP_28675.t01	CP195872	2310748	2311494	-	747	295	244	249	421	310	274
ACSMXP_28680.t01	CP195872	2311615	2312703	-	1089	225	257	248	444	306	309
ACSMXP_28685.t01	CP195872	2312725	2313735	+	1011	1110	1386	1126	5037	4161	3648
ACSMXP_28690.t01	CP195872	2313809	2314021	+	213	159	177	127	482	363	399
ACSMXP_28695.t01	CP195872	2314166	2314507	+	342	346	344	284	855	715	814
ACSMXP_28700.t01	CP195872	2314703	2317429	-	2727	1441	1521	1419	2903	2400	2265
ACSMXP_28705.t01	CP195872	2317432	2318238	-	807	863	941	914	1554	1345	1209
ACSMXP_28710.t01	CP195872	2318237	2318398	+	162	5	9	12	13	6	17
ACSMXP_28715.t01	CP195872	2318594	2318767	+	174	155	109	117	96	56	60
ACSMXP_28720.t01	CP195872	2318970	2319815	+	846	335	214	189	149	105	93
ACSMXP_28725.t01	CP195872	2319891	2321672	+	1782	473	443	370	1140	744	761
ACSMXP_28730.t01	CP195872	2321775	2325380	+	3606	961	881	795	1010	954	901
ACSMXP_28735.t01	CP195872	2325697	2327361	-	1665	438	323	342	455	328	262
ACSMXP_28740.t01	CP195872	2327503	2327721	+	219	650	1372	960	1039	840	842
ACSMXP_28745.t01	CP195872	2327721	2328551	+	831	2140	3375	2473	2333	1987	1614
ACSMXP_28750.t01	CP195872	2328637	2329143	-	507	427	374	262	472	328	307
ACSMXP_28755.t01	CP195872	2329312	2330634	-	1323	931	647	623	323	267	212
ACSMXP_28760.t01	CP195872	2330733	2331932	-	1200	1343	1170	1063	657	649	571
ACSMXP_28765.t01	CP195872	2332168	2332353	+	186	191	321	206	209	210	179
ACSMXP_28770.t01	CP195872	2332422	2332841	+	420	366	599	416	338	250	329
